ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
NDRG1_S330,4.833506948868582,28.60541430592347,21.271711562564676,1.4065502810340208e-10,4.570350713173212e-7,14.433589467928712
NDRG1_S333,6.216398925035815,25.156143964013435,24.841306820604665,1.1867301702349805e-10,4.570350713173212e-7,14.208345869515327
SEC61B_T30,5.519606962423545,25.563830443968445,24.770340995635348,1.2222701553525905e-10,4.570350713173212e-7,14.186828774528735
PCNP_S87,5.45553100873871,24.878627097457148,23.364193293365982,2.2320480924709117e-10,5.439501201351612e-7,13.739042598754686
PTRF_S300,4.263284237852165,25.759314195668285,19.52082935739004,3.6777016327121586e-10,7.170047103135624e-7,13.617007782502903
SARNP_S163,6.147069687150836,25.547486674445018,18.588537374388387,6.346659871624453e-10,9.26048570450803e-7,13.140850027646593
AHNAK_S3347,4.019269101405179,25.495350837495682,18.51076530380484,6.649917924862147e-10,9.26048570450803e-7,13.09971795800471
SERP2_T19,4.3316615534075815,22.918822569368025,17.196855615997173,1.5063435066258822e-9,1.681038437376254e-6,12.369477402760282
AKAP12_S1331,-4.050346502657778,26.001803721459595,-19.33900891533322,1.55204615678973e-9,1.681038437376254e-6,12.192063317253194
AHNAK_S5031,3.3645127884043795,25.92327376544767,16.72105290780092,2.05489916245137e-9,2.0031157035575953e-6,12.087553994354511
KIAA1462_S757,3.944803950289881,25.718987469428836,16.289445470815686,2.7431149935789815e-9,2.3658286038233655e-6,11.823170219116719
NDRG1_T328,5.460322709775596,27.140748458128286,16.168901527854445,2.977357107590982e-9,2.3658286038233655e-6,11.74780915403592
SLK_S14,3.3653881534771237,23.36798510517674,16.0841061002862,3.155085335423036e-9,2.3658286038233655e-6,11.694390540555531
TAGLN2_S185,3.8579103595822453,23.219089145897893,15.757158157775184,3.956008797859519e-9,2.570878250768973e-6,11.485221043443765
TAGLN3_S185,3.8579103595822453,23.219089145897893,15.757158157775184,3.956008797859519e-9,2.570878250768973e-6,11.485221043443765
FLNC_S2236,3.615615366510209,25.3698479228111,15.276712124114107,5.560046371159374e-9,3.043855708163953e-6,11.168331250493665
TPD52L2_S166,3.0151111651424323,25.528673915716382,15.261650117802152,5.620578862017968e-9,3.043855708163953e-6,11.158208283014158
ZNF395_S449,4.520470162173165,24.538853353127603,17.16421991225614,5.22810489754448e-9,3.043855708163953e-6,11.15051786457304
UFD1L_S299,3.282844881282866,23.49269076164508,15.144835596284102,6.115010359793018e-9,3.0912275187323555e-6,11.079301369678635
NDRG1_T366,3.0817408926583525,26.034576930939654,15.03749146671012,6.611083193866388e-9,3.0912275187323555e-6,11.00616544131395
AKT1S1_T246,2.751680375548137,27.712882173647102,15.027506823310889,6.659394531532567e-9,3.0912275187323555e-6,10.99933194230093
VAMP3_S11,3.8973924320348345,24.939339663056177,16.39992911812713,8.293405009548886e-9,3.674732365140115e-6,10.741938188279406
KHDRBS1_S12,4.731131808018855,25.0666571923482,14.587734759361354,9.218077892450855e-9,3.906861882417867e-6,10.6930560842486
NDRG1_T350,5.132915110398908,23.568436564060818,14.008830468444268,1.4338760821650276e-8,5.823926687060288e-6,10.273489346447487
SOGA1_S1343,2.93830475816263,25.714918682453433,13.760900496446961,1.7413042962001694e-8,6.560317224075859e-6,10.08782931582179
ERRFI1_S251,3.5635521276302704,25.155867261786838,13.754756075737394,1.7497768550058714e-8,6.560317224075859e-6,10.083181230728954
VIM_S34,4.198977747647568,24.44825012320055,15.138586719135226,1.858904984871886e-8,6.575658704828435e-6,10.011868187004808
SH3GL1_S2,3.550992715208803,24.491337629933653,15.11459708399349,1.8887817371275768e-8,6.575658704828435e-6,9.997259562273179
TRIQK_T8,4.233264572772008,23.446995197430173,13.502896610735593,2.1385608412855735e-8,7.136412421431203e-6,9.890666997888825
RPS11_S67,3.7717474567846914,25.237938160944708,13.469783791633668,2.1962697234605672e-8,7.136412421431203e-6,9.865064386393737
AHNAK_T5824,3.116471419379099,26.445074252096962,13.09704637727375,2.9759804505642962e-8,9.172263458758998e-6,9.572064179816369
ARL6IP6_S2,4.433830811989544,23.411728284042145,14.38086724597326,3.111683866133254e-8,9.172263458758998e-6,9.536421294472568
SLC9A3R1_S280,3.35816827814914,24.40792829769129,13.031426581999298,3.141972253645071e-8,9.172263458758998e-6,9.519552164258123
KLC2_S610,2.685352862207477,25.147232882733412,13.009673016585461,3.1991891423656745e-8,9.172263458758998e-6,9.502081411210785
RAB11FIP1_S435,-3.555736471890004,24.887317170480493,-12.89403250707705,3.5228899224594765e-8,9.811751704038565e-6,9.408681142847303
AHNAK_S3360,3.1088858894533224,25.30016921189464,12.857186146189763,3.633340579117454e-8,9.838278879232483e-6,9.37873355864939
